
2022-07-18 20:36:20.140333 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:36:55.249036 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:36:55.253036 msg - watchlist.py - watchlist_main3 --> searching for artist hanske
2022-07-18 20:36:55.958552 msg - common.py - searchSpotify3 --> Succesfully returning search results for artist hanske.
2022-07-18 20:36:59.588942 msg - watchlist.py - watchlist_main80 --> add artist 3GOF617SIAlZb6hHLEaZjH to watchlist --> starting.
2022-07-18 20:36:59.588942 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:36:59.590942 msg - common.py - getTracksFromArtist --> requesting albums from artist 3GOF617SIAlZb6hHLEaZjH.
2022-07-18 20:37:00.904941 msg - common.py - getTracksFromArtist6 --> Succesfully returned list of 5 tracks from artist 3GOF617SIAlZb6hHLEaZjH
2022-07-18 20:37:00.904941 msg - watchlist.py - watchlist_main82 --> grabbed artist 3GOF617SIAlZb6hHLEaZjH's tracks: 5
2022-07-18 20:37:01.048944 msg - watchlist.py - watchlist_main84 --> artist Hansken added to watchlist.
2022-07-18 20:43:30.225530 msg - common.py - getTrackInfo --> requesting track info for trackID: 3sN6EMr6tQQB5uT4spfo0X
2022-07-18 20:43:30.937049 msg - common.py - getTrackInfo --> requesting track info for trackID: 0M2dmmvGJNKKA3nbZGAPD5
2022-07-18 20:43:31.697968 msg - common.py - getTrackInfo --> requesting track info for trackID: 0TIopQN3rHflR7wO1oVTps
2022-07-18 20:43:32.397499 msg - common.py - getTrackInfo --> requesting track info for trackID: 143ebu9Kz8rrgVPFTYlA34
2022-07-18 20:43:33.142477 msg - common.py - getTrackInfo --> requesting track info for trackID: 4AXQDHMPxCp12Sk8PGa99o
2022-07-18 20:43:33.879397 msg - common.py - getTrackInfo --> requesting track info for trackID: 7u30Gq5pyxq3ykQL2WpP8Q
2022-07-18 20:43:34.552986 msg - common.py - getTrackInfo --> requesting track info for trackID: 1k8PLScphtYJvQYf8gF9QA
2022-07-18 20:43:35.310599 msg - common.py - getTrackInfo --> requesting track info for trackID: 1AE9AyAqburinisVDQ6wFH
2022-07-18 20:43:35.951881 msg - common.py - getTrackInfo --> requesting track info for trackID: 35lX6uWa35g8xrZrnB5VO0
2022-07-18 20:43:36.626431 msg - common.py - getTrackInfo --> requesting track info for trackID: 6O08D1MZTR3mmPkj87QO96
2022-07-18 20:43:37.342310 msg - common.py - getTrackInfo --> requesting track info for trackID: 1OjMnhLfn3u28lp7E9FbKD
2022-07-18 20:43:38.032893 msg - common.py - getTrackInfo --> requesting track info for trackID: 4cPkKK7UPXN275auzANXuB
2022-07-18 20:43:38.901042 msg - watchlist.py - checkToCreatePlaylist8 --> Tracks left in table WatchListNewTracks: 50
2022-07-18 20:43:39.960808 msg - common.py - createPlaylist3 --> about to create a new playlist: gnplst_watchlistItems_20220718_20h43
2022-07-18 20:43:40.244551 msg - common.py - createPlaylist7 --> Succesfully created playlist gnplst_watchlistItems_20220718_20h43
2022-07-18 20:43:42.737446 msg - common.py - addTracksToPlaylist3 --> about to add a total of 50 tracks to playlist 3nPLLwXEMhsUU5MCftkH3P.
2022-07-18 20:43:42.959374 msg - common.py - addTracksToPlaylist6 --> Succesfully added 50 tracks to playlist 3nPLLwXEMhsUU5MCftkH3P.
2022-07-18 20:43:42.959374 msg - common.py - getTrackInfo --> requesting track info for trackID: 4gm0f2dmhCco1t1zCEYcoj
2022-07-18 20:43:43.664087 msg - common.py - getTrackInfo --> requesting track info for trackID: 5NjUm82viBwFs5hRJ4RRj1
2022-07-18 20:43:44.430416 msg - common.py - getTrackInfo --> requesting track info for trackID: 04fN6WURJsII7FW00jtOyU
2022-07-18 20:43:45.141086 msg - common.py - getTrackInfo --> requesting track info for trackID: 5TrV5zrnRzgc7ey2Wmfsfk
2022-07-18 20:43:45.820428 msg - common.py - getTrackInfo --> requesting track info for trackID: 5sMG6bduLEPFY4TBWOpYt9
2022-07-18 20:43:46.621435 msg - common.py - getTrackInfo --> requesting track info for trackID: 6ptKX5WXzNxIQ3FzE85eX3
2022-07-18 20:43:47.243845 msg - common.py - getTrackInfo --> requesting track info for trackID: 124jMlPmu9JvgbNzf3stMa
2022-07-18 20:43:47.968394 msg - common.py - getTrackInfo --> requesting track info for trackID: 2AbRu5VgSaFSretsCT5wWS
2022-07-18 20:43:48.684442 msg - common.py - getTrackInfo --> requesting track info for trackID: 6BQra0TKYmgET3cY170dGJ
2022-07-18 20:43:49.367057 msg - common.py - getTrackInfo --> requesting track info for trackID: 65HcVSmv2aPatsvfeIHM0I
2022-07-18 20:43:50.107985 msg - common.py - getTrackInfo --> requesting track info for trackID: 19AhrVlWWHmPRF3Ip6jnVp
2022-07-18 20:43:50.856846 msg - common.py - getTrackInfo --> requesting track info for trackID: 2Mj4x5G0MXMQYnwlDmcrCM
2022-07-18 20:43:51.622336 msg - common.py - getTrackInfo --> requesting track info for trackID: 3uswYyFO6Dp9wnxzjARxQm
2022-07-18 20:43:52.355390 msg - common.py - getTrackInfo --> requesting track info for trackID: 5NqZhdyzwM404DzIRoDP6M
2022-07-18 20:43:53.063237 msg - common.py - getTrackInfo --> requesting track info for trackID: 72rXvDYQCuNOisARuFGDTu
2022-07-18 20:43:53.854977 msg - common.py - getTrackInfo --> requesting track info for trackID: 1rGngGcCLW9QSwwBxDymnu
2022-07-18 20:43:54.537990 msg - common.py - getTrackInfo --> requesting track info for trackID: 1yxLhEXCjeJ0Qo7Lc14XGC
2022-07-18 20:43:55.393987 msg - common.py - getTrackInfo --> requesting track info for trackID: 6m8LGau8ZJOEp7EL2ULj1L
2022-07-18 20:43:56.085989 msg - common.py - getTrackInfo --> requesting track info for trackID: 6siTsvjVe0fooHsRbUCHKd
2022-07-18 20:43:56.785990 msg - common.py - getTrackInfo --> requesting track info for trackID: 1tm1r1ghFXmnQxsQDIdpls
2022-07-18 20:43:57.374987 msg - common.py - getTrackInfo --> requesting track info for trackID: 4JhjMyzZIx4ZlXAO1Fpf7A
2022-07-18 20:43:58.124051 msg - common.py - getTrackInfo --> requesting track info for trackID: 1DiJ5BmREtYv1TxlaB1y2K
2022-07-18 20:43:58.815570 msg - common.py - getTrackInfo --> requesting track info for trackID: 6K71jJ3hKRzYp11VCTncGf
2022-07-18 20:43:59.423599 msg - common.py - getTrackInfo --> requesting track info for trackID: 7tS0RmQ8utOyibDN99TUXC
2022-07-18 20:44:00.300332 msg - common.py - getTrackInfo --> requesting track info for trackID: 4rfwnxDXzMxOkFO2pii8un
2022-07-18 20:44:01.066743 msg - common.py - getTrackInfo --> requesting track info for trackID: 3BrbRPwSKQqfoPhFrAN6uH
2022-07-18 20:44:01.931741 msg - common.py - getTrackInfo --> requesting track info for trackID: 2L1cKx33ZEmtv0I5WeyAUn
2022-07-18 20:44:02.647742 msg - common.py - getTrackInfo --> requesting track info for trackID: 0nRioiIfS65r9dZM3ELGQS
2022-07-18 20:44:03.526744 msg - common.py - getTrackInfo --> requesting track info for trackID: 4T4pg6SUf1nObx8RZG9zZm
2022-07-18 20:44:04.297743 msg - common.py - getTrackInfo --> requesting track info for trackID: 6L9bJip1ZuOkJi4voDiBHG
2022-07-18 20:44:04.956744 msg - common.py - getTrackInfo --> requesting track info for trackID: 3FR5dvh49GDMveI6gsZWJG
2022-07-18 20:44:05.553489 msg - common.py - getTrackInfo --> requesting track info for trackID: 7HBWeAMxuOtRIkLoq1qxvp
2022-07-18 20:44:06.227245 msg - common.py - getTrackInfo --> requesting track info for trackID: 3NIlJysKcFIK8fSv2yZ775
2022-07-18 20:44:06.943133 msg - common.py - getTrackInfo --> requesting track info for trackID: 7qubr2Wy8AK89ZMcqOsOYf
2022-07-18 20:44:07.568114 msg - common.py - getTrackInfo --> requesting track info for trackID: 5n4W0YUap5qTImDG4QeU5k
2022-07-18 20:44:08.316963 msg - common.py - getTrackInfo --> requesting track info for trackID: 2rPAqFS6PKQJT3NeQqvyt6
2022-07-18 20:44:09.033386 msg - common.py - getTrackInfo --> requesting track info for trackID: 6fHHbKiqWFSteL5Ki1RCFI
2022-07-18 20:44:09.699347 msg - common.py - getTrackInfo --> requesting track info for trackID: 3VRwJKMR2jANrVLCo4H81q
2022-07-18 20:44:10.389605 msg - common.py - getTrackInfo --> requesting track info for trackID: 1b6hEaM5URJhPuVn3DNYxC
2022-07-18 20:44:11.072897 msg - common.py - getTrackInfo --> requesting track info for trackID: 2ReLoC4MhTxUrwy7Xs7Mg4
2022-07-18 20:44:11.713537 msg - common.py - getTrackInfo --> requesting track info for trackID: 5fLrsHAghJvqcbJLCqia2Q
2022-07-18 20:44:12.387537 msg - common.py - getTrackInfo --> requesting track info for trackID: 6QzzEPPWEbiC07T6Ctkmjb
2022-07-18 20:44:13.031104 msg - common.py - getTrackInfo --> requesting track info for trackID: 1ONXQFjJ2bTf5Gqh1BbDPo
2022-07-18 20:44:13.770116 msg - common.py - getTrackInfo --> requesting track info for trackID: 6yv67jGZgvJmOfnusTOA1R
2022-07-18 20:44:14.460217 msg - common.py - getTrackInfo --> requesting track info for trackID: 3HOE2je94mvcz5cVcdfELe
2022-07-18 20:44:15.135206 msg - common.py - getTrackInfo --> requesting track info for trackID: 42JFr0yU9eq0UTUTHMWm1u
2022-07-18 20:44:15.767151 msg - common.py - getTrackInfo --> requesting track info for trackID: 4LJRwNnEuQdPItx6dA1sr9
2022-07-18 20:44:16.542395 msg - common.py - getTrackInfo --> requesting track info for trackID: 3shSmLE37ufwLNUZTNVSwa
2022-07-18 20:44:17.301393 msg - common.py - getTrackInfo --> requesting track info for trackID: 2PYECUhE4TYwHS5ceiGxQ7
2022-07-18 20:44:17.967397 msg - common.py - getTrackInfo --> requesting track info for trackID: 7Mp6xklXpATaDUVp32Uupt
2022-07-18 20:44:18.983395 msg - watchlist.py - checkToCreatePlaylist8 --> Tracks left in table WatchListNewTracks: 0
2022-07-18 20:44:18.984395 msg - watchlist.py - checkToCreatePlaylist9 --> ended --> total of 4 playlists created.
2022-07-18 20:44:18.984395 msg - watchlist.py - checkWatchListItems5.1 --> Succesfully created new playlist(s) of watchlist items.
2022-07-18 20:44:18.984395 msg - watchlist.py - watchlist_checkForNewTracks3() --> finished succefully.
2022-07-18 20:56:05.014376 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:57:51.157801 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:57:55.137347 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 20:58:05.126413 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 22:03:05.253500 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 22:03:12.426235 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 22:03:57.189720 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-18 22:04:05.850699 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 21:36:42.686223 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 21:49:47.944023 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 21:52:05.881871 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 21:52:38.677330 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 21:53:40.225775 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 21:54:08.977535 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 21:54:28.326475 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 21:54:52.876030 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:04:16.177500 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:05:50.829596 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:10:09.961420 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:10:25.092871 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:10:51.329064 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:11:10.667958 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:50:14.154459 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:50:47.530021 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:51:29.179038 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:51:51.158210 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:53:12.133557 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 22:53:52.188909 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:02:20.339795 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:11:04.873486 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:19:06.320571 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:19:12.878411 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:21:26.922058 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:21:43.912697 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:23:43.962073 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:23:59.255062 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:24:09.134646 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:24:20.655952 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:24:44.002578 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
2022-07-19 23:25:58.061042 msg - watchlist.py - watchlist_main40 --> (re)loading watchlist items
